Date,Customer Type,Region,Bookings,Orders,Units
3/5/2025,1. New Members,US,"$218,101 ",62,63
3/5/2025,1. New Members,MX,"$14,127 ",4,4
3/5/2025,1. New Members,ME,$0 ,0,0
3/5/2025,1. New Members,GB,"$11,872 ",4,4
3/5/2025,1. New Members,EU,"$12,436 ",4,4
3/5/2025,1. New Members,CH,"$3,024 ",1,1
3/5/2025,1. New Members,CA,"$5,366 ",2,2
3/5/2025,1. New Members,AU,"$11,186 ",4,4
3/5/2025,2. Member Upgrades,US,"$24,388 ",3,3
3/5/2025,2. Member Upgrades,GB,"$2,706 ",1,1
3/5/2025,3. Subscription Renewals,US,"$20,408 ",0,0
3/5/2025,3. Subscription Renewals,Other,"$3,665 ",0,0
3/5/2025,3. Subscription Renewals,GB,$491 ,0,0
3/5/2025,3. Subscription Renewals,EU,"$1,696 ",0,0
3/5/2025,3. Subscription Renewals,CA,$278 ,0,0
3/5/2025,3. Subscription Renewals,AU,"$1,714 ",0,0
3/5/2025,4. Exchanges and Paid Replacements,US,"$20,899 ",0,0
3/5/2025,4. Exchanges and Paid Replacements,EU,$0 ,0,0
3/6/2025,1. New Members,US,"$167,900 ",48,48
3/6/2025,1. New Members,MX,"$27,060 ",7,7
3/6/2025,1. New Members,GB,"$15,515 ",4,4
3/6/2025,1. New Members,EU,"$11,876 ",3,3
3/6/2025,1. New Members,CH,"$2,803 ",1,1
3/6/2025,1. New Members,CA,"$2,803 ",1,1
3/6/2025,1. New Members,AU,"$10,949 ",3,3
3/6/2025,2. Member Upgrades,US,"$22,791 ",5,5
3/6/2025,2. Member Upgrades,EU,"$2,983 ",1,1
3/6/2025,3. Subscription Renewals,US,"$24,639 ",0,0
3/6/2025,3. Subscription Renewals,Other,"$2,333 ",0,0
3/6/2025,3. Subscription Renewals,GB,"$1,454 ",0,0
3/6/2025,3. Subscription Renewals,EU,$760 ,0,0
3/6/2025,3. Subscription Renewals,CA,"$1,139 ",0,0
3/6/2025,3. Subscription Renewals,AU,$865 ,0,0
3/6/2025,4. Exchanges and Paid Replacements,US,"$14,700 ",0,0
3/6/2025,4. Exchanges and Paid Replacements,GB,$0 ,0,0
3/6/2025,4. Exchanges and Paid Replacements,CA,"$1,964 ",0,0
3/6/2025,4. Exchanges and Paid Replacements,AU,"$1,365 ",0,0
3/7/2025,1. New Members,US,"$167,762 ",47,47
3/7/2025,1. New Members,MX,"$22,912 ",7,7
3/7/2025,1. New Members,ME,"$8,568 ",2,2
3/7/2025,1. New Members,GB,"$9,101 ",3,3
3/7/2025,1. New Members,EU,"$4,695 ",2,2
3/7/2025,1. New Members,CH,"$3,047 ",1,1
3/7/2025,1. New Members,CA,"$13,609 ",5,5
3/7/2025,1. New Members,AU,"$8,461 ",3,3
3/7/2025,2. Member Upgrades,US,"$14,995 ",2,3
3/7/2025,2. Member Upgrades,AU,"$1,363 ",0,0
3/7/2025,3. Subscription Renewals,US,"$20,639 ",0,0
3/7/2025,3. Subscription Renewals,Other,"$4,206 ",0,0
3/7/2025,3. Subscription Renewals,ME,$200 ,0,0
3/7/2025,3. Subscription Renewals,GB,$537 ,0,0
3/7/2025,3. Subscription Renewals,EU,$177 ,0,0
3/7/2025,3. Subscription Renewals,AU,$592 ,0,0
3/7/2025,4. Exchanges and Paid Replacements,US,"$25,900 ",0,0
3/7/2025,4. Exchanges and Paid Replacements,CA,$0 ,0,0
3/7/2025,4. Exchanges and Paid Replacements,AU,$681 ,0,0
3/8/2025,1. New Members,US,"$236,160 ",60,60
3/8/2025,1. New Members,Other,"$3,718 ",1,1
3/8/2025,1. New Members,MX,"$10,952 ",3,3
3/8/2025,1. New Members,ME,"$13,388 ",3,3
3/8/2025,1. New Members,GB,"$10,651 ",3,3
3/8/2025,1. New Members,EU,"$16,282 ",5,5
3/8/2025,1. New Members,CA,"$14,176 ",4,4
3/8/2025,1. New Members,AU,"$27,422 ",9,9
3/8/2025,2. Member Upgrades,US,"$19,741 ",6,7
3/8/2025,2. Member Upgrades,EU,"$1,429 ",0,0
3/8/2025,2. Member Upgrades,CA,"$2,857 ",1,1
3/8/2025,3. Subscription Renewals,US,"$15,152 ",0,0
3/8/2025,3. Subscription Renewals,Other,"$2,935 ",0,0
3/8/2025,3. Subscription Renewals,GB,"$1,235 ",0,0
3/8/2025,3. Subscription Renewals,CA,$624 ,0,0
3/8/2025,3. Subscription Renewals,AU,$844 ,0,0
3/8/2025,4. Exchanges and Paid Replacements,US,"$4,900 ",0,0
3/8/2025,4. Exchanges and Paid Replacements,GB,$0 ,0,0
3/8/2025,4. Exchanges and Paid Replacements,CA,"$1,965 ",0,0
3/8/2025,4. Exchanges and Paid Replacements,AU,"$1,362 ",0,0
3/9/2025,1. New Members,US,"$274,504 ",75,75
3/9/2025,1. New Members,MX,"$11,161 ",3,3
3/9/2025,1. New Members,ME,"$6,770 ",2,2
3/9/2025,1. New Members,GB,"$17,043 ",5,5
3/9/2025,1. New Members,EU,"$6,583 ",2,2
3/9/2025,1. New Members,CA,"$2,718 ",1,1
3/9/2025,1. New Members,AU,"$9,753 ",3,3
3/9/2025,2. Member Upgrades,US,"$13,246 ",4,4
3/9/2025,3. Subscription Renewals,US,"$18,460 ",0,0
3/9/2025,3. Subscription Renewals,Other,"$2,730 ",0,0
3/9/2025,3. Subscription Renewals,GB,"$1,133 ",0,0
3/9/2025,3. Subscription Renewals,EU,$650 ,0,0
3/9/2025,3. Subscription Renewals,CA,$861 ,0,0
3/9/2025,3. Subscription Renewals,AU,$422 ,0,0
3/9/2025,4. Exchanges and Paid Replacements,US,"$16,200 ",0,0
3/9/2025,4. Exchanges and Paid Replacements,CA,"$1,963 ",0,0
3/9/2025,4. Exchanges and Paid Replacements,AU,"$1,300 ",0,0
3/10/2025,1. New Members,US,"$226,657 ",58,58
3/10/2025,1. New Members,MX,"$11,820 ",4,4
3/10/2025,1. New Members,ME,"$8,257 ",2,2
3/10/2025,1. New Members,GB,"$20,222 ",5,5
3/10/2025,1. New Members,EU,"$19,575 ",5,5
3/10/2025,1. New Members,CH,"$2,822 ",1,1
3/10/2025,1. New Members,CA,"$15,276 ",5,5
3/10/2025,1. New Members,AU,"$17,645 ",6,6
3/10/2025,2. Member Upgrades,US,"$19,620 ",6,6
3/10/2025,2. Member Upgrades,EU,"$3,031 ",1,1
3/10/2025,3. Subscription Renewals,US,"$19,154 ",0,0
3/10/2025,3. Subscription Renewals,Other,"$5,320 ",0,0
3/10/2025,3. Subscription Renewals,GB,"$2,017 ",0,0
3/10/2025,3. Subscription Renewals,CA,$205 ,0,0
3/10/2025,3. Subscription Renewals,AU,$956 ,0,0
3/10/2025,4. Exchanges and Paid Replacements,US,"$23,559 ",0,0
3/10/2025,4. Exchanges and Paid Replacements,CA,"$1,303 ",0,0
3/11/2025,1. New Members,US,"$202,528 ",58,58
3/11/2025,1. New Members,MX,"$13,982 ",4,4
3/11/2025,1. New Members,GB,"$24,515 ",8,8
3/11/2025,1. New Members,EU,"$7,873 ",2,2
3/11/2025,1. New Members,CH,"$7,371 ",2,2
3/11/2025,1. New Members,CA,"$11,410 ",3,3
3/11/2025,1. New Members,AU,"$9,603 ",3,3
3/11/2025,2. Member Upgrades,US,"$16,842 ",5,5
3/11/2025,2. Member Upgrades,CA,"$6,272 ",2,2
3/11/2025,3. Subscription Renewals,US,"$21,723 ",0,0
3/11/2025,3. Subscription Renewals,Other,"$2,771 ",0,0
3/11/2025,3. Subscription Renewals,GB,$601 ,0,0
3/11/2025,3. Subscription Renewals,EU,$181 ,0,0
3/11/2025,3. Subscription Renewals,CA,$856 ,0,0
3/11/2025,3. Subscription Renewals,AU,"$1,109 ",0,0
3/11/2025,4. Exchanges and Paid Replacements,US,"$32,672 ",0,0
3/11/2025,4. Exchanges and Paid Replacements,ME,"$2,978 ",0,0
3/11/2025,4. Exchanges and Paid Replacements,CA,$649 ,0,0
3/12/2025,1. New Members,US,"$248,235 ",71,72
3/12/2025,1. New Members,MX,"$22,088 ",6,6
3/12/2025,1. New Members,ME,"$8,567 ",2,2
3/12/2025,1. New Members,GB,"$3,047 ",1,1
3/12/2025,1. New Members,CA,"$11,350 ",3,3
3/12/2025,1. New Members,AU,"$22,163 ",7,7
3/12/2025,2. Member Upgrades,US,"$8,196 ",2,2
3/12/2025,3. Subscription Renewals,US,"$22,247 ",0,0
3/12/2025,3. Subscription Renewals,Other,"$2,853 ",0,0
3/12/2025,3. Subscription Renewals,EU,$985 ,0,0
3/12/2025,3. Subscription Renewals,CA,$958 ,0,0
3/12/2025,3. Subscription Renewals,AU,"$1,622 ",0,0
3/12/2025,4. Exchanges and Paid Replacements,US,"$33,148 ",0,0
3/12/2025,4. Exchanges and Paid Replacements,GB,$0 ,0,0
3/12/2025,4. Exchanges and Paid Replacements,EU,"$1,587 ",0,0
3/12/2025,4. Exchanges and Paid Replacements,CH,$879 ,0,0
3/12/2025,4. Exchanges and Paid Replacements,AU,$0 ,0,0
3/13/2025,1. New Members,US,"$199,128 ",57,57
3/13/2025,1. New Members,MX,"$9,203 ",3,3
3/13/2025,1. New Members,ME,"$14,927 ",4,4
3/13/2025,1. New Members,GB,"$18,888 ",6,6
3/13/2025,1. New Members,EU,"$23,574 ",7,7
3/13/2025,1. New Members,CH,"$6,186 ",2,2
3/13/2025,1. New Members,AU,"$10,413 ",3,3
3/13/2025,2. Member Upgrades,US,"$9,000 ",3,3
3/13/2025,3. Subscription Renewals,US,"$21,644 ",0,0
3/13/2025,3. Subscription Renewals,Other,"$2,374 ",0,0
3/13/2025,3. Subscription Renewals,GB,"$1,035 ",0,0
3/13/2025,3. Subscription Renewals,EU,$474 ,0,0
3/13/2025,3. Subscription Renewals,CA,$263 ,0,0
3/13/2025,3. Subscription Renewals,AU,$776 ,0,0
3/13/2025,4. Exchanges and Paid Replacements,US,"$34,698 ",0,0
3/13/2025,4. Exchanges and Paid Replacements,GB,$0 ,0,0
3/13/2025,4. Exchanges and Paid Replacements,CA,$961 ,0,0
3/13/2025,4. Exchanges and Paid Replacements,AU,$230 ,0,0
3/14/2025,1. New Members,US,"$231,931 ",60,62
3/14/2025,1. New Members,Other,$180 ,0,0
3/14/2025,1. New Members,MX,"$13,236 ",3,3
3/14/2025,1. New Members,ME,"$14,109 ",3,3
3/14/2025,1. New Members,GB,"$17,162 ",5,5
3/14/2025,1. New Members,EU,"$8,868 ",1,2
3/14/2025,1. New Members,CH,"$5,831 ",2,2
3/14/2025,1. New Members,CA,"$15,250 ",4,4
3/14/2025,1. New Members,AU,"$11,977 ",4,4
3/14/2025,2. Member Upgrades,US,"$20,390 ",4,4
3/14/2025,3. Subscription Renewals,US,"$16,814 ",0,0
3/14/2025,3. Subscription Renewals,Other,"$3,388 ",0,0
3/14/2025,3. Subscription Renewals,GB,"$1,319 ",0,0
3/14/2025,3. Subscription Renewals,CA,$165 ,0,0
3/14/2025,3. Subscription Renewals,AU,$260 ,0,0
3/14/2025,4. Exchanges and Paid Replacements,US,"$20,800 ",0,0
3/14/2025,4. Exchanges and Paid Replacements,GB,$0 ,0,0
3/14/2025,4. Exchanges and Paid Replacements,EU,$0 ,0,0
3/14/2025,4. Exchanges and Paid Replacements,AU,$683 ,0,0
3/15/2025,1. New Members,US,"$314,386 ",86,86
3/15/2025,1. New Members,MX,"$21,193 ",5,5
3/15/2025,1. New Members,ME,"$16,774 ",4,4
3/15/2025,1. New Members,GB,"$2,933 ",1,1
3/15/2025,1. New Members,EU,"$13,647 ",4,4
3/15/2025,1. New Members,CA,"$17,856 ",6,6
3/15/2025,1. New Members,AU,"$22,561 ",7,7
3/15/2025,2. Member Upgrades,US,"$39,905 ",12,12
3/15/2025,3. Subscription Renewals,US,"$19,815 ",0,0
3/15/2025,3. Subscription Renewals,Other,"$2,714 ",0,0
3/15/2025,3. Subscription Renewals,GB,"$1,705 ",0,0
3/15/2025,3. Subscription Renewals,EU,$470 ,0,0
3/15/2025,3. Subscription Renewals,CA,$399 ,0,0
3/15/2025,3. Subscription Renewals,AU,$605 ,0,0
3/15/2025,4. Exchanges and Paid Replacements,US,"$10,600 ",0,0
3/15/2025,4. Exchanges and Paid Replacements,GB,$0 ,0,0
3/15/2025,4. Exchanges and Paid Replacements,AU,$0 ,0,0
3/16/2025,1. New Members,US,"$283,055 ",81,81
3/16/2025,1. New Members,MX,"$9,378 ",3,3
3/16/2025,1. New Members,ME,"$12,210 ",3,4
3/16/2025,1. New Members,GB,"$12,263 ",4,4
3/16/2025,1. New Members,EU,"$28,467 ",7,8
3/16/2025,1. New Members,CH,"$5,915 ",2,2
3/16/2025,1. New Members,CA,"$14,081 ",4,4
3/16/2025,1. New Members,AU,"$30,283 ",9,9
3/16/2025,2. Member Upgrades,US,"$18,909 ",5,5
3/16/2025,2. Member Upgrades,GB,"$6,080 ",1,2
3/16/2025,3. Subscription Renewals,US,"$21,860 ",0,0
3/16/2025,3. Subscription Renewals,Other,"$2,098 ",0,0
3/16/2025,3. Subscription Renewals,GB,"$1,101 ",0,0
3/16/2025,3. Subscription Renewals,EU,$880 ,0,0
3/16/2025,3. Subscription Renewals,AU,$588 ,0,0
3/16/2025,4. Exchanges and Paid Replacements,US,"$12,900 ",0,0
3/16/2025,4. Exchanges and Paid Replacements,CA,$654 ,0,0
3/17/2025,1. New Members,US,"$325,813 ",92,92
3/17/2025,1. New Members,MX,"$10,103 ",2,2
3/17/2025,1. New Members,ME,"$6,410 ",2,2
3/17/2025,1. New Members,GB,"$24,033 ",6,6
3/17/2025,1. New Members,EU,"$10,938 ",3,3
3/17/2025,1. New Members,CH,"$9,154 ",2,3
3/17/2025,1. New Members,CA,"$19,130 ",6,6
3/17/2025,1. New Members,AU,"$8,226 ",3,3
3/17/2025,2. Member Upgrades,US,"$7,247 ",1,1
3/17/2025,2. Member Upgrades,EU,"$3,315 ",1,1
3/17/2025,2. Member Upgrades,CA,"$4,018 ",1,1
3/17/2025,3. Subscription Renewals,US,"$21,833 ",0,0
3/17/2025,3. Subscription Renewals,Other,"$3,057 ",0,0
3/17/2025,3. Subscription Renewals,GB,$386 ,0,0
3/17/2025,3. Subscription Renewals,EU,$583 ,0,0
3/17/2025,3. Subscription Renewals,CA,"$1,097 ",0,0
3/17/2025,3. Subscription Renewals,AU,"$1,043 ",0,0
3/17/2025,4. Exchanges and Paid Replacements,US,"$24,200 ",0,0
3/17/2025,4. Exchanges and Paid Replacements,GB,"$3,213 ",0,0
3/17/2025,4. Exchanges and Paid Replacements,EU,$0 ,0,0
3/17/2025,4. Exchanges and Paid Replacements,CA,"$1,317 ",0,0
3/17/2025,4. Exchanges and Paid Replacements,AU,$402 ,0,0
3/18/2025,1. New Members,US,"$210,562 ",61,61
3/18/2025,1. New Members,MX,"$17,467 ",5,5
3/18/2025,1. New Members,ME,"$12,821 ",4,4
3/18/2025,1. New Members,GB,"$9,624 ",2,2
3/18/2025,1. New Members,EU,"$9,781 ",3,3
3/18/2025,1. New Members,CA,"$8,269 ",3,3
3/18/2025,2. Member Upgrades,US,"$13,603 ",4,4
3/18/2025,3. Subscription Renewals,US,"$19,602 ",0,0
3/18/2025,3. Subscription Renewals,Other,"$1,781 ",0,0
3/18/2025,3. Subscription Renewals,GB,$180 ,0,0
3/18/2025,3. Subscription Renewals,EU,$946 ,0,0
3/18/2025,3. Subscription Renewals,CA,$541 ,0,0
3/18/2025,3. Subscription Renewals,AU,"$1,771 ",0,0
3/18/2025,4. Exchanges and Paid Replacements,US,"$19,700 ",0,0
3/18/2025,4. Exchanges and Paid Replacements,GB,"$2,729 ",0,0
3/18/2025,4. Exchanges and Paid Replacements,EU,$0 ,0,0
3/18/2025,4. Exchanges and Paid Replacements,AU,$0 ,0,0
3/19/2025,1. New Members,US,"$256,711 ",76,76
3/19/2025,1. New Members,MX,"$8,079 ",2,2
3/19/2025,1. New Members,ME,"$8,825 ",2,2
3/19/2025,1. New Members,GB,"$5,777 ",2,2
3/19/2025,1. New Members,EU,$0 ,0,0
3/19/2025,1. New Members,CH,"$3,059 ",1,1
3/19/2025,1. New Members,CA,"$2,866 ",1,1
3/19/2025,1. New Members,AU,"$17,895 ",5,5
3/19/2025,2. Member Upgrades,US,"$24,637 ",6,6
3/19/2025,3. Subscription Renewals,US,"$18,075 ",0,0
3/19/2025,3. Subscription Renewals,Other,"$3,539 ",0,0
3/19/2025,3. Subscription Renewals,GB,$362 ,0,0
3/19/2025,3. Subscription Renewals,EU,$822 ,0,0
3/19/2025,3. Subscription Renewals,CH,$210 ,0,0
3/19/2025,3. Subscription Renewals,CA,$964 ,0,0
3/19/2025,3. Subscription Renewals,AU,$780 ,0,0
3/19/2025,4. Exchanges and Paid Replacements,US,"$16,899 ",0,0
3/19/2025,4. Exchanges and Paid Replacements,MX,"$1,188 ",0,0
3/19/2025,4. Exchanges and Paid Replacements,GB,"$5,455 ",0,0
3/19/2025,4. Exchanges and Paid Replacements,CA,$657 ,0,0
3/19/2025,4. Exchanges and Paid Replacements,AU,$0 ,0,0
3/20/2025,1. New Members,US,"$214,338 ",59,59
3/20/2025,1. New Members,MX,"$20,421 ",6,6
3/20/2025,1. New Members,ME,"$6,104 ",2,2
3/20/2025,1. New Members,GB,"$13,517 ",4,4
3/20/2025,1. New Members,EU,"$12,203 ",4,4
3/20/2025,1. New Members,CH,"$4,391 ",1,1
3/20/2025,1. New Members,CA,$96 ,0,0
3/20/2025,1. New Members,AU,"$9,305 ",3,3
3/20/2025,2. Member Upgrades,US,"$36,433 ",8,9
3/20/2025,2. Member Upgrades,CH,"$2,642 ",1,1
3/20/2025,2. Member Upgrades,CA,$0 ,0,0
3/20/2025,3. Subscription Renewals,US,"$22,711 ",0,0
3/20/2025,3. Subscription Renewals,Other,"$2,951 ",0,0
3/20/2025,3. Subscription Renewals,GB,$641 ,0,0
3/20/2025,3. Subscription Renewals,EU,$497 ,0,0
3/20/2025,3. Subscription Renewals,CA,$431 ,0,0
3/20/2025,3. Subscription Renewals,AU,$939 ,0,0
3/20/2025,4. Exchanges and Paid Replacements,US,"$10,500 ",0,0
3/20/2025,4. Exchanges and Paid Replacements,GB,"$3,836 ",0,0
3/20/2025,4. Exchanges and Paid Replacements,EU,$753 ,0,0
3/20/2025,4. Exchanges and Paid Replacements,CA,$0 ,0,0
3/21/2025,1. New Members,US,"$269,883 ",76,76
3/21/2025,1. New Members,MX,"$9,017 ",3,3
3/21/2025,1. New Members,ME,"$6,409 ",2,2
3/21/2025,1. New Members,GB,"$9,435 ",3,3
3/21/2025,1. New Members,EU,"$7,996 ",2,2
3/21/2025,1. New Members,CA,"$9,859 ",3,3
3/21/2025,1. New Members,AU,"$9,712 ",3,3
3/21/2025,2. Member Upgrades,US,"$23,741 ",6,6
3/21/2025,3. Subscription Renewals,US,"$21,584 ",0,0
3/21/2025,3. Subscription Renewals,Other,"$1,472 ",0,0
3/21/2025,3. Subscription Renewals,GB,$736 ,0,0
3/21/2025,3. Subscription Renewals,EU,$600 ,0,0
3/21/2025,3. Subscription Renewals,CA,$432 ,0,0
3/21/2025,3. Subscription Renewals,AU,$421 ,0,0
3/21/2025,4. Exchanges and Paid Replacements,US,"$26,550 ",0,0
3/21/2025,4. Exchanges and Paid Replacements,MX,$0 ,0,0
3/21/2025,4. Exchanges and Paid Replacements,CA,"$1,970 ",0,0
3/21/2025,4. Exchanges and Paid Replacements,AU,$678 ,0,0
3/22/2025,1. New Members,US,"$213,738 ",63,63
3/22/2025,1. New Members,MX,"$11,268 ",3,3
3/22/2025,1. New Members,ME,"$5,947 ",2,2
3/22/2025,1. New Members,GB,$0 ,0,0
3/22/2025,1. New Members,EU,"$7,732 ",2,2
3/22/2025,1. New Members,CH,"$6,590 ",2,2
3/22/2025,1. New Members,CA,$0 ,0,0
3/22/2025,1. New Members,AU,"$9,369 ",3,3
3/22/2025,2. Member Upgrades,US,"$22,539 ",7,7
3/22/2025,2. Member Upgrades,GB,"$2,716 ",1,1
3/22/2025,3. Subscription Renewals,US,"$19,255 ",0,0
3/22/2025,3. Subscription Renewals,Other,"$3,420 ",0,0
3/22/2025,3. Subscription Renewals,GB,$217 ,0,0
3/22/2025,3. Subscription Renewals,EU,$775 ,0,0
3/22/2025,3. Subscription Renewals,CA,$891 ,0,0
3/22/2025,4. Exchanges and Paid Replacements,US,"$7,700 ",0,0
3/22/2025,4. Exchanges and Paid Replacements,EU,"$1,371 ",0,0
3/22/2025,4. Exchanges and Paid Replacements,AU,$0 ,0,0
3/23/2025,1. New Members,US,"$246,181 ",67,67
3/23/2025,1. New Members,MX,"$2,730 ",1,1
3/23/2025,1. New Members,ME,"$8,927 ",2,2
3/23/2025,1. New Members,GB,"$20,726 ",5,5
3/23/2025,1. New Members,EU,"$7,711 ",2,2
3/23/2025,1. New Members,CH,"$5,760 ",1,2
3/23/2025,1. New Members,CA,"$21,035 ",7,7
3/23/2025,1. New Members,AU,"$26,400 ",8,8
3/23/2025,2. Member Upgrades,US,"$18,471 ",5,5
3/23/2025,3. Subscription Renewals,US,"$24,328 ",0,0
3/23/2025,3. Subscription Renewals,Other,"$1,739 ",0,0
3/23/2025,3. Subscription Renewals,GB,$281 ,0,0
3/23/2025,3. Subscription Renewals,EU,"$1,335 ",0,0
3/23/2025,3. Subscription Renewals,CA,$265 ,0,0
3/23/2025,3. Subscription Renewals,AU,$325 ,0,0
3/23/2025,4. Exchanges and Paid Replacements,US,"$22,405 ",0,0
3/23/2025,4. Exchanges and Paid Replacements,MX,$0 ,0,0
3/23/2025,4. Exchanges and Paid Replacements,GB,$909 ,0,0
3/23/2025,4. Exchanges and Paid Replacements,CA,$655 ,0,0
3/23/2025,4. Exchanges and Paid Replacements,AU,$0 ,0,0
3/24/2025,1. New Members,US,"$233,893 ",65,65
3/24/2025,1. New Members,MX,"$25,075 ",7,7
3/24/2025,1. New Members,ME,"$20,055 ",5,5
3/24/2025,1. New Members,GB,"$12,700 ",4,4
3/24/2025,1. New Members,EU,"$21,668 ",7,7
3/24/2025,1. New Members,CH,"$11,861 ",4,4
3/24/2025,1. New Members,CA,"$8,461 ",3,3
3/24/2025,1. New Members,AU,"$12,327 ",4,4
3/24/2025,2. Member Upgrades,US,"$26,238 ",9,9
3/24/2025,2. Member Upgrades,EU,"$2,961 ",1,1
3/24/2025,3. Subscription Renewals,US,"$21,249 ",0,0
3/24/2025,3. Subscription Renewals,Other,"$2,788 ",0,0
3/24/2025,3. Subscription Renewals,GB,$461 ,0,0
3/24/2025,3. Subscription Renewals,EU,$691 ,0,0
3/24/2025,3. Subscription Renewals,CA,$433 ,0,0
3/24/2025,3. Subscription Renewals,AU,$679 ,0,0
3/24/2025,4. Exchanges and Paid Replacements,US,"$15,400 ",0,0
3/24/2025,4. Exchanges and Paid Replacements,GB,"$1,601 ",0,0
3/24/2025,4. Exchanges and Paid Replacements,EU,"$2,002 ",0,0
3/24/2025,4. Exchanges and Paid Replacements,CA,"$3,282 ",0,0
3/25/2025,1. New Members,US,"$256,858 ",75,75
3/25/2025,1. New Members,Other,$180 ,0,0
3/25/2025,1. New Members,MX,"$23,629 ",7,8
3/25/2025,1. New Members,ME,"$8,310 ",2,2
3/25/2025,1. New Members,GB,"$12,371 ",4,4
3/25/2025,1. New Members,EU,"$7,992 ",2,2
3/25/2025,1. New Members,CH,"$9,049 ",3,3
3/25/2025,1. New Members,CA,"$2,973 ",1,1
3/25/2025,1. New Members,AU,"$8,137 ",3,3
3/25/2025,2. Member Upgrades,US,"$27,296 ",8,8
3/25/2025,2. Member Upgrades,GB,"$6,294 ",1,1
3/25/2025,2. Member Upgrades,CH,"$3,034 ",1,1
3/25/2025,2. Member Upgrades,AU,"$1,358 ",0,0
3/25/2025,3. Subscription Renewals,US,"$20,749 ",0,0
3/25/2025,3. Subscription Renewals,Other,"$3,624 ",0,0
3/25/2025,3. Subscription Renewals,GB,$640 ,0,0
3/25/2025,3. Subscription Renewals,EU,"$1,197 ",0,0
3/25/2025,3. Subscription Renewals,CA,$631 ,0,0
3/25/2025,3. Subscription Renewals,AU,$327 ,0,0
3/25/2025,4. Exchanges and Paid Replacements,US,"$20,800 ",0,0
3/25/2025,4. Exchanges and Paid Replacements,MX,$0 ,0,0
3/25/2025,4. Exchanges and Paid Replacements,GB,"$2,514 ",0,0
3/25/2025,4. Exchanges and Paid Replacements,EU,$0 ,0,0
3/25/2025,4. Exchanges and Paid Replacements,CA,$0 ,0,0
3/25/2025,4. Exchanges and Paid Replacements,AU,$0 ,0,0
3/26/2025,1. New Members,US,"$240,252 ",62,62
3/26/2025,1. New Members,MX,"$7,947 ",2,2
3/26/2025,1. New Members,ME,"$10,362 ",2,2
3/26/2025,1. New Members,GB,"$15,505 ",4,4
3/26/2025,1. New Members,EU,"$10,836 ",3,3
3/26/2025,1. New Members,CA,"$2,811 ",1,1
3/26/2025,1. New Members,AU,"$5,498 ",2,2
3/26/2025,2. Member Upgrades,US,"$42,380 ",9,11
3/26/2025,2. Member Upgrades,EU,"$2,781 ",1,1
3/26/2025,2. Member Upgrades,CA,"$2,598 ",1,1
3/26/2025,3. Subscription Renewals,US,"$20,726 ",0,0
3/26/2025,3. Subscription Renewals,Other,"$3,399 ",0,0
3/26/2025,3. Subscription Renewals,MX,$180 ,0,0
3/26/2025,3. Subscription Renewals,GB,$819 ,0,0
3/26/2025,3. Subscription Renewals,EU,"$1,254 ",0,0
3/26/2025,3. Subscription Renewals,CA,$642 ,0,0
3/26/2025,3. Subscription Renewals,AU,$654 ,0,0
3/26/2025,4. Exchanges and Paid Replacements,US,"$27,898 ",0,0
3/26/2025,4. Exchanges and Paid Replacements,EU,$0 ,0,0
3/26/2025,4. Exchanges and Paid Replacements,CA,"$1,319 ",0,0
3/27/2025,1. New Members,US,"$216,065 ",63,64
3/27/2025,1. New Members,MX,"$12,910 ",3,3
3/27/2025,1. New Members,ME,"$11,588 ",3,3
3/27/2025,1. New Members,GB,"$11,102 ",3,3
3/27/2025,1. New Members,EU,"$23,640 ",7,7
3/27/2025,1. New Members,CA,"$5,600 ",2,2
3/27/2025,1. New Members,AU,"$2,982 ",1,1
3/27/2025,2. Member Upgrades,US,"$27,385 ",7,7
3/27/2025,2. Member Upgrades,GB,"$5,660 ",2,2
3/27/2025,2. Member Upgrades,CA,"$1,520 ",0,0
3/27/2025,3. Subscription Renewals,US,"$18,881 ",0,0
3/27/2025,3. Subscription Renewals,Other,"$2,275 ",0,0
3/27/2025,3. Subscription Renewals,GB,"$1,459 ",0,0
3/27/2025,3. Subscription Renewals,EU,"$1,419 ",0,0
3/27/2025,3. Subscription Renewals,AU,$182 ,0,0
3/27/2025,4. Exchanges and Paid Replacements,US,"$20,500 ",0,0
3/27/2025,4. Exchanges and Paid Replacements,MX,$0 ,0,0
3/27/2025,4. Exchanges and Paid Replacements,GB,$909 ,0,0
3/27/2025,4. Exchanges and Paid Replacements,CA,$657 ,0,0
3/28/2025,1. New Members,US,"$279,196 ",80,81
3/28/2025,1. New Members,MX,"$15,745 ",4,4
3/28/2025,1. New Members,ME,"$3,385 ",1,1
3/28/2025,1. New Members,GB,"$7,841 ",2,2
3/28/2025,1. New Members,EU,"$6,198 ",2,2
3/28/2025,1. New Members,CH,"$3,042 ",1,1
3/28/2025,1. New Members,CA,"$11,269 ",4,4
3/28/2025,1. New Members,AU,"$24,710 ",8,8
3/28/2025,2. Member Upgrades,US,"$7,847 ",2,2
3/28/2025,2. Member Upgrades,GB,"$5,765 ",2,2
3/28/2025,2. Member Upgrades,EU,$0 ,0,0
3/28/2025,3. Subscription Renewals,US,"$20,962 ",0,0
3/28/2025,3. Subscription Renewals,Other,"$2,116 ",0,0
3/28/2025,3. Subscription Renewals,GB,"$1,204 ",0,0
3/28/2025,3. Subscription Renewals,EU,$953 ,0,0
3/28/2025,3. Subscription Renewals,CA,$334 ,0,0
